,taxonID,family,genus,species,scientificName,synonym,commonName,pathway,refType,reference
764,ACLA8,Poaceae,Achnatherum,latiglume,Achnatherum latiglume (Swallen) Barkworth,,Sierra needlegrass,unknown,,
765,ACLE8,Poaceae,Achnatherum,lemmonii,Achnatherum lemmonii (Swallen) Barkworth,,Lemmon's needlegrass,unknown,,
766,ACLEL,Poaceae,Achnatherum,lemmonii,Achnatherum lemmonii (Swallen) Barkworth var. lemmonii,,Lemmon's needlegrass,unknown,,
767,ACLEP,Poaceae,Achnatherum,lemmonii,Achnatherum lemmonii (Swallen) Barkworth var. pubescens (Crampton) Barkworth,,pubescent Lemmon's needlegrass,unknown,,
768,ACLE9,Poaceae,Achnatherum,lettermanii,Achnatherum lettermanii (Vasey) Barkworth,,Letterman's needlegrass,unknown,,
769,ACLO7,Poaceae,Achnatherum,lobatum,Achnatherum lobatum (Swallen) Barkworth,,littleawn needlegrass,unknown,,
770,ACNE9,Poaceae,Achnatherum,nelsonii,Achnatherum nelsonii (Scribn.) Barkworth,,Columbia needlegrass,unknown,,
771,ACNED,Poaceae,Achnatherum,nelsonii,Achnatherum nelsonii (Scribn.) Barkworth ssp. dorei (Barkworth & Maze) Barkworth,,Dore's needlegrass,unknown,,
772,ACNEL2,Poaceae,Achnatherum,nelsonii,Achnatherum nelsonii (Scribn.) Barkworth ssp. longiaristatum (Barkworth & Maze) Barkworth,Achnatherum occidentale ssp. californicum, ,unknown,,
773,ACNEN2,Poaceae,Achnatherum,nelsonii,Achnatherum nelsonii (Scribn.) Barkworth ssp. nelsonii,,Columbia needlegrass,unknown,,
774,ACNE10,Poaceae,Achnatherum,nevadense,Achnatherum nevadense (B.L. Johnston) Barkworth,,Nevada needlegrass,unknown,,
775,ACOC3,Poaceae,Achnatherum,occidentale,Achnatherum occidentale (Thurb. ex S. Wats.) Barkworth,,western needlegrass,unknown,,
776,ACOCC,Poaceae,Achnatherum,occidentale,Achnatherum occidentale (Thurb. ex S. Wats.) Barkworth ssp. californicum (Merr. & Burtt-Davey ex Hall) Barkworth,,California needlegrass,unknown,,
777,ACOCO,Poaceae,Achnatherum,occidentale,Achnatherum occidentale (Thurb. ex S. Wats.) Barkworth ssp. occidentale,,western needlegrass,unknown,,
778,ACOCP,Poaceae,Achnatherum,occidentale,Achnatherum occidentale (Thurb. ex S. Wats.) Barkworth ssp. pubescens (Vasey) Barkworth,,pubescent western needlegrass,unknown,,
779,ACPA12,Poaceae,Achnatherum,papposum,Achnatherum papposum (Nees) Barkworth,Jarava plumosa, ,unknown,,
780,ACPA13,Poaceae,Achnatherum,parishii,Achnatherum parishii (Vasey) Barkworth,,Parish's needlegrass,unknown,,
781,ACPAD,Poaceae,Achnatherum,parishii,Achnatherum parishii (Vasey) Barkworth var. depauperatum (M.E. Jones) Barkworth,,little Parish's needlegrass,unknown,,
782,ACPAP,Poaceae,Achnatherum,parishii,Achnatherum parishii (Vasey) Barkworth var. parishii,,Parish's needlegrass,unknown,,
783,ACPE13,Poaceae,Achnatherum,perplexum,Achnatherum perplexum Hoge & Barkworth,,New Mexico needlegrass,unknown,,
784,ACPI2,Poaceae,Achnatherum,pinetorum,Achnatherum pinetorum (M.E. Jones) Barkworth,,pine needlegrass,unknown,,
785,ACRI8,Poaceae,Achnatherum,richardsonii,Achnatherum richardsonii (Link) Barkworth,,Richardson's needlegrass,unknown,,
786,ACRO7,Poaceae,Achnatherum,robustum,Achnatherum robustum (Vasey) Barkworth,,sleepygrass,unknown,,
787,ACSC11,Poaceae,Achnatherum,scribneri,Achnatherum scribneri (Vasey) Barkworth,,Scribner needlegrass,unknown,,
788,ACSP12,Poaceae,Achnatherum,speciosum,Achnatherum speciosum (Trin. & Rupr.) Barkworth,,desert needlegrass,unknown,,
790,ACST7,Poaceae,Achnatherum,stillmanii,Achnatherum stillmanii (Bolander) Barkworth,,Stillman's needlegrass,unknown,,
791,ACSW3,Poaceae,Achnatherum,swallenii,Achnatherum swallenii (C.L. Hitchc. & Spellenberg) Barkworth,,Swallen's needlegrass,unknown,,
792,ACTH7,Poaceae,Achnatherum,thurberianum,Achnatherum thurberianum (Piper) Barkworth,,Thurber's needlegrass,unknown,,
793,ACWA4,Poaceae,Achnatherum,wallowaensis,Achnatherum wallowaensis Maze & K.A. Robson,,Wallowa needlegrass,unknown,,
794,ACWE3,Poaceae,Achnatherum,webberi,Achnatherum webberi (Thurb.) Barkworth,,Webber needlegrass,unknown,,
1159,AECYR,Poaceae,Aegilops,cylindrica,Aegilops cylindrica Host var. rubiginosa Popova,Aegilops cylindrica, ,unknown,,
1160,AEEX2,Poaceae,Aegilops,exaltata,Aegilops exaltata L.,Rottboellia cochinchinensis, ,unknown,,
1161,AEGE,Poaceae,Aegilops,geniculata,Aegilops geniculata Roth,,ovate goatgrass,unknown,,
1162,AEIN3,Poaceae,Aegilops,incurva,Aegilops incurva L.,Parapholis incurva, ,unknown,,
1165,AELO2,Poaceae,Aegilops,lorentii,Aegilops lorentii Hochst.,,Lorent's goatgrass,unknown,,
1167,AESE3,Poaceae,Aegilops,searsii,Aegilops searsii M. Feldman & M. Kislev,,Sears' goatgrass,unknown,,
1170,AESQ2,Poaceae,Aegilops,squarrosa,Aegilops squarrosa of authors,Aegilops tauschii, ,unknown,,
1171,AETA3,Poaceae,Aegilops,tauschii,Aegilops tauschii auct. non Coss.,Aegilops cylindrica, ,unknown,,
1172,AETA2,Poaceae,Aegilops,tauschii,Aegilops tauschii Coss.,,Tausch's goatgrass,unknown,,
1173,AETR2,Poaceae,Aegilops,tripsacoides,Aegilops tripsacoides Jaub. & Spach,Amblyopyrum muticum, ,unknown,,
1191,AETE,Poaceae,Aegopogon,tenellus,Aegopogon tenellus (DC.) Trin.,,fragilegrass,unknown,,
1192,AETEA,Poaceae,Aegopogon,tenellus,Aegopogon tenellus (DC.) Trin. var. abortivus (Fourn.) Beetle,Aegopogon tenellus, ,unknown,,
1594,AGAL6,Poaceae,Agropyron,alaskanum,Agropyron alaskanum Scribn. & Merr.,Elymus alaskanus ssp. alaskanus, ,unknown,,
1595,AGAL,Poaceae,Agropyron,albicans,Agropyron albicans Scribn. & J.G. Sm.,Elymus albicans, ,unknown,,
1596,AGALG,Poaceae,Agropyron,albicans,Agropyron albicans Scribn. & J.G. Sm. var. griffithii (Scribn. & J.G. Sm. ex Piper) Beetle,Elymus albicans, ,unknown,,
1597,AGAR6,Poaceae,Agropyron,arenicola,"Agropyron arenicola Burtt-Davy, non Leymus arenicola (Scribn. & J.G. Sm.) Pilger",Leymus pacificus, ,unknown,,
1598,AGAR,Poaceae,Agropyron,arizonicum,Agropyron arizonicum Scribn. & J.G. Sm.,Elymus arizonicus, ,unknown,,
1599,AGBA2,Poaceae,Agropyron,bakeri,Agropyron bakeri E. Nels.,Elymus bakeri, ,unknown,,
1600,AGBOA2,Poaceae,Agropyron,boreale,Agropyron boreale (Turcz.) Drobow ex Polunin ssp. alaskanum (Scribn. & Merr.) Melderis,Elymus alaskanus ssp. alaskanus, ,unknown,,
1601,AGBOH2,Poaceae,Agropyron,boreale,Agropyron boreale (Turcz.) Drobow ex Polunin ssp. hyperarcticum (Polunin) Melderis,Elymus hyperarcticus, ,unknown,,
1602,AGBOA4,Poaceae,Agropyron,boreale,Agropyron boreale (Turcz.) Drobow ex Polunin var. alaskanum (Scribn. & Merr.) Welsh,Elymus alaskanus ssp. alaskanus, ,unknown,,
1603,AGBR2,Poaceae,Agropyron,brevifolium,Agropyron brevifolium Scribn.,Elymus trachycaulus ssp. trachycaulus, ,unknown,,
1605,AGCAM,Poaceae,Agropyron,caninum,Agropyron caninum (L.) Beauv. ssp. majus (Vasey) C.L. Hitchc.,Elymus trachycaulus ssp. trachycaulus, ,unknown,,
1606,AGCAA,Poaceae,Agropyron,caninum,Agropyron caninum (L.) Beauv. var. andinum (Scribn. & J.G. Sm.) C.L. Hitchc.,Elymus trachycaulus ssp. trachycaulus, ,unknown,,
1607,AGCAH,Poaceae,Agropyron,caninum,Agropyron caninum (L.) Beauv. var. hornemannii (Koch) Pease & Moore,Elymus trachycaulus ssp. trachycaulus, ,unknown,,
1608,AGCAM2,Poaceae,Agropyron,caninum,Agropyron caninum (L.) Beauv. var. mitchellii Welsh,Elymus trachycaulus ssp. trachycaulus, ,unknown,,
1609,AGCAU,Poaceae,Agropyron,caninum,Agropyron caninum (L.) Beauv. var. unilaterale (Cassidy) C.L. Hitchc.,Elymus trachycaulus ssp. subsecundus, ,unknown,,
1610,AGCR3,Poaceae,Agropyron,cristatiforme,Agropyron cristatiforme Sarkar,Agropyron cristatum ssp. pectinatum, ,unknown,,
1612,AGCRD,Poaceae,Agropyron,cristatum,Agropyron cristatum (L.) Gaertn. ssp. desertorum (Fisch. ex Link) A. Löve,Agropyron desertorum, ,unknown,,
1613,AGCRF,Poaceae,Agropyron,cristatum,Agropyron cristatum (L.) Gaertn. ssp. fragile (Roth) A. Löve,Agropyron fragile, ,unknown,,
1614,AGCRP8,Poaceae,Agropyron,cristatum,Agropyron cristatum (L.) Gaertn. ssp. pectinatum (Bieb.) Tzvelev,,crested wheatgrass,unknown,,
1615,AGCRD2,Poaceae,Agropyron,cristatum,Agropyron cristatum (L.) Gaertn. var. desertorum (Fisch. ex Link) Dorn,Agropyron desertorum, ,unknown,,
1616,AGCRF2,Poaceae,Agropyron,cristatum,Agropyron cristatum (L.) Gaertn. var. fragile (Roth) Dorn,Agropyron fragile, ,unknown,,
1618,AGDAA,Poaceae,Agropyron,dasystachyum,Agropyron dasystachyum (Hook.) Scribn. & J.G. Sm. ssp. albicans (Scribn. & J.G. Sm.) D.R. Dewey,Elymus albicans, ,unknown,,
1619,AGDAP,Poaceae,Agropyron,dasystachyum,Agropyron dasystachyum (Hook.) Scribn. & J.G. Sm. ssp. psammophilum (Gillett & Senn) D.R. Dewey,Elymus lanceolatus ssp. psammophilus, ,unknown,,
1620,AGDAY,Poaceae,Agropyron,dasystachyum,Agropyron dasystachyum (Hook.) Scribn. & J.G. Sm. ssp. yukonense auct. non (Scribn. & Merr.) D.R. Dewey,Elymus calderi, ,unknown,,
1621,AGDAP2,Poaceae,Agropyron,dasystachyum,Agropyron dasystachyum (Hook.) Scribn. & J.G. Sm. var. psammophilum (Gillett & Senn) E.G. Voss,Elymus lanceolatus ssp. psammophilus, ,unknown,,
1622,AGDAR,Poaceae,Agropyron,dasystachyum,Agropyron dasystachyum (Hook.) Scribn. & J.G. Sm. var. riparum (Scribn. & J.G. Sm.) Bowden,Elymus lanceolatus ssp. lanceolatus, ,unknown,,
1623,AGDAS,Poaceae,Agropyron,dasystachyum,Agropyron dasystachyum (Hook.) Scribn. & J.G. Sm. var. sericeum auct. non Boivin,Elymus macrourus, ,unknown,,
1625,AGEL2,Poaceae,Agropyron,elmeri,Agropyron elmeri Scribn.,Elymus lanceolatus ssp. lanceolatus, ,unknown,,
1626,AGEL3,Poaceae,Agropyron,elongatum,Agropyron elongatum (Host) Beauv.,Thinopyrum ponticum, ,unknown,,
1627,AGFR,Poaceae,Agropyron,fragile,Agropyron fragile (Roth) P. Candargy,,Siberian wheatgrass,unknown,,
1628,AGFRS,Poaceae,Agropyron,fragile,Agropyron fragile (Roth) P. Candargy ssp. sibiricum (Willd.) Melderis,Agropyron fragile, ,unknown,,
1629,AGFRS2,Poaceae,Agropyron,fragile,Agropyron fragile (Roth) P. Candargy var. sibiricum (Willd.) Tzvelev,Agropyron fragile, ,unknown,,
1631,AGGMP,Poaceae,Agropyron,gmelinii,Agropyron gmelinii (Ledeb.) Scribn. & J.G. Sm. var. pringlei Scribn. & J.G. Sm.,Elymus sierrae, ,unknown,,
1632,AGGR6,Poaceae,Agropyron,griffithii,Agropyron griffithii Scribn. & J.G. Sm. ex Piper,Elymus albicans, ,unknown,,
1635,AGINT,Poaceae,Agropyron,intermedium,Agropyron intermedium (Host) Beauv. var. trichophorum (Link) Halac.,Thinopyrum intermedium, ,unknown,,
1637,AGLA5,Poaceae,Agropyron,laeve,Agropyron laeve (Scribn. & J.G. Sm.) A.S. Hitchc.,Elymus trachycaulus ssp. subsecundus, ,unknown,,
1638,AGLA4,Poaceae,Agropyron,lanceolatum,Agropyron lanceolatum Scribn. & J.G. Sm.,Elymus lanceolatus ssp. lanceolatus, ,unknown,,
1640,AGLAP,Poaceae,Agropyron,latiglume,Agropyron latiglume (Scribn. & J.G. Sm.) Rydb. var. pilosiglume Hultén,Elymus hyperarcticus, ,unknown,,
1642,AGMA,Poaceae,Agropyron,macrourum,Agropyron macrourum (Turcz.) Drobow,Elymus macrourus, ,unknown,,
1643,AGMO4,Poaceae,Agropyron,molle,Agropyron molle (Scribn. & J.G. Sm.) Rydb.,Pascopyrum smithii, ,unknown,,
1645,AGPA7,Poaceae,Agropyron,parishii,Agropyron parishii Scribn. & J.G. Sm.,Elymus stebbinsii, ,unknown,,
1646,AGPAL,Poaceae,Agropyron,parishii,Agropyron parishii Scribn. & J.G. Sm. var. laeve Scribn. & J.G. Sm.,Elymus trachycaulus ssp. subsecundus, ,unknown,,
1647,AGPA15,Poaceae,Agropyron,pauciflorum,Agropyron pauciflorum (Schwein.) A.S. Hitchc.,Elymus trachycaulus ssp. trachycaulus, ,unknown,,
1648,AGPAL2,Poaceae,Agropyron,pauciflorum,Agropyron pauciflorum (Schwein.) A.S. Hitchc. ssp. laeve (Scribn. & J.G. Sm.) Gould,Elymus trachycaulus ssp. subsecundus, ,unknown,,
1649,AGPAM,Poaceae,Agropyron,pauciflorum,Agropyron pauciflorum (Schwein.) A.S. Hitchc. ssp. majus (Vasey) Melderis,Elymus trachycaulus ssp. trachycaulus, ,unknown,,
1650,AGPAN4,Poaceae,Agropyron,pauciflorum,Agropyron pauciflorum (Schwein.) A.S. Hitchc. ssp. novae-angliae (Scribn.) Melderis,Elymus trachycaulus ssp. trachycaulus, ,unknown,,
1651,AGPAT,Poaceae,Agropyron,pauciflorum,Agropyron pauciflorum (Schwein.) A.S. Hitchc. ssp. teslinense (Porsild & Senn) Melderis,Elymus trachycaulus ssp. trachycaulus, ,unknown,,
1652,AGPAG5,Poaceae,Agropyron,pauciflorum,Agropyron pauciflorum (Schwein.) A.S. Hitchc. var. glaucum (Pease & Moore) Taylor,Elymus trachycaulus ssp. subsecundus, ,unknown,,
1653,AGPAN5,Poaceae,Agropyron,pauciflorum,Agropyron pauciflorum (Schwein.) A.S. Hitchc. var. novae-angliae (Scribn.) Taylor & MacBryde,Elymus trachycaulus ssp. trachycaulus, ,unknown,,
1655,AGPR,Poaceae,Agropyron,pringlei,Agropyron pringlei (Scribn. & J.G. Sm.) A.S. Hitchc. auct. non Elymus pringlei,Elymus sierrae, ,unknown,,
1656,AGPR2,Poaceae,Agropyron,prostratum,Agropyron prostratum (L. f.) Beauv.,Eremopyrum triticeum, ,unknown,,
1657,AGPS2,Poaceae,Agropyron,psammophilum,Agropyron psammophilum Gillett & Senn,Elymus lanceolatus ssp. psammophilus, ,unknown,,
1659,AGPSM,Poaceae,Agropyron,pseudorepens,Agropyron pseudorepens Scribn. & J.G. Sm. var. magnum Scribn. & J.G. Sm.,Elymus pseudorepens, ,unknown,,
1660,AGPSS,Poaceae,Agropyron,pseudorepens,Agropyron pseudorepens Scribn. & J.G. Sm. var. sennii Boivin,Elymus pseudorepens, ,unknown,,
1661,AGPSV,Poaceae,Agropyron,pseudorepens,Agropyron pseudorepens Scribn. & J.G. Sm. var. vulpinum (Rydb.) Boivin,Elymus vulpinus, ,unknown,,
1662,AGPUA,Poaceae,Agropyron,pungens,Agropyron pungens (Pers.) Roemer & J.A. Schultes var. acadiense (F.T. Hubbard) Fern.,Thinopyrum pycnanthum, ,unknown,,
1664,AGPY80,Poaceae,Agropyron,pycnanthum,Agropyron pycnanthum (Godr.) Godr. & Gren.,Thinopyrum pycnanthum, ,unknown,,
1666,AGRES,Poaceae,Agropyron,repens,Agropyron repens (L.) Beauv. var. subulatum (Schreb.) Roemer & J.A. Schultes,Elymus repens, ,unknown,,
1667,AGRI5,Poaceae,Agropyron,riparium,Agropyron riparium Scribner & J. G. Smith,Elymus lanceolatus ssp. lanceolatus, ,unknown,,
1668,AGRI3,Poaceae,Agropyron,riparum,Agropyron riparum Scribn. & J.G. Sm.,Elymus lanceolatus ssp. lanceolatus, ,unknown,,
1669,AGSA6,Poaceae,Agropyron,saundersii,Agropyron saundersii (Vasey) A.S. Hitchc.,Elymus saundersii, ,unknown,,
1670,AGSA2,Poaceae,Agropyron,saxicola,Agropyron saxicola (Scribn. & J.G. Sm.) Piper,Pseudelymus saxicola, ,unknown,,
1671,AGSC4,Poaceae,Agropyron,scribneri,Agropyron scribneri Vasey,Elymus scribneri, ,unknown,,
1673,AGSE4,Poaceae,Agropyron,sericeum,Agropyron sericeum auct. non A.S. Hitchc.,Elymus macrourus, ,unknown,,
1676,AGSMM,Poaceae,Agropyron,smithii,Agropyron smithii Rydb. var. molle (Scribn. & J.G. Sm.) M.E. Jones,Pascopyrum smithii, ,unknown,,
1677,AGSMP,Poaceae,Agropyron,smithii,Agropyron smithii Rydb. var. palmeri (Scribn. & J.G. Sm.) Heller,Pascopyrum smithii, ,unknown,,
1679,AGSPA,Poaceae,Agropyron,spicatum,Agropyron spicatum (Pursh) Scribn. & J.G. Sm. var. arizonicum (Scribn. & J.G. Sm.) M.E. Jones,Elymus arizonicus, ,unknown,,
1680,AGSPI,Poaceae,Agropyron,spicatum,Agropyron spicatum (Pursh) Scribn. & J.G. Sm. var. inerme (Scribn. & J.G. Sm.) Heller,Pseudoroegneria spicata ssp. inermis, ,unknown,,
1681,AGSPP,Poaceae,Agropyron,spicatum,Agropyron spicatum (Pursh) Scribn. & J.G. Sm. var. pubescens Elmer,Pseudoroegneria spicata ssp. spicata, ,unknown,,
1682,AGSQ,Poaceae,Agropyron,squarrosum,Agropyron squarrosum (Link) Roth,Eremopyrum bonaepartis, ,unknown,,
1683,AGSU,Poaceae,Agropyron,subsecundum,Agropyron subsecundum (Link) A.S. Hitchc.,Elymus trachycaulus ssp. subsecundus, ,unknown,,
1684,AGSUA,Poaceae,Agropyron,subsecundum,Agropyron subsecundum (Link) A.S. Hitchc. var. andinum (Scribn. & J.G. Sm.) A.S. Hitchc.,Elymus trachycaulus ssp. trachycaulus, ,unknown,,
1686,AGTE6,Poaceae,Agropyron,teslinense,Agropyron teslinense Porsild & Senn,Elymus trachycaulus ssp. trachycaulus, ,unknown,,
1688,AGTRB,Poaceae,Agropyron,trachycaulum,Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. bakeri (E. Nels.) Boivin,Elymus bakeri, ,unknown,,
1689,AGTRC,Poaceae,Agropyron,trachycaulum,Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. ciliatum (Scribn. & J.G. Sm.) Gleason,Elymus trachycaulus ssp. subsecundus, ,unknown,,
1690,AGTRG,Poaceae,Agropyron,trachycaulum,Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. glaucum (Pease & Moore) Malte,Elymus trachycaulus ssp. subsecundus, ,unknown,,
1691,AGTRL,Poaceae,Agropyron,trachycaulum,Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. latiglume (Scribn. & J.G. Sm.) Beetle,Elymus alaskanus ssp. latiglumis, ,unknown,,
1692,AGTRM,Poaceae,Agropyron,trachycaulum,Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. majus (Vasey) Fern.,Elymus trachycaulus ssp. trachycaulus, ,unknown,,
1693,AGTRN,Poaceae,Agropyron,trachycaulum,Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. novae-angliae (Scribn.) Fern.,Elymus trachycaulus ssp. trachycaulus, ,unknown,,
1694,AGTRU,Poaceae,Agropyron,trachycaulum,Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. unilaterale (Cassidy) Malte,Elymus trachycaulus ssp. subsecundus, ,unknown,,
1696,AGTR5,Poaceae,Agropyron,triticeum,Agropyron triticeum Gaertn.,Eremopyrum triticeum, ,unknown,,
1697,AGVA5,Poaceae,Agropyron,vaillantianum,Agropyron vaillantianum (Wulfen & Schreb.) Trautv. ex Bess.,Elymus pseudorepens, ,unknown,,
1698,AGVA80,Poaceae,Agropyron,varnense,Agropyron varnense (Velen.) Hayek,Thinopyrum ponticum, ,unknown,,
1699,AGVA2,Poaceae,Agropyron,vaseyi,Agropyron vaseyi Scribn. & J.G. Sm.,Pseudoroegneria spicata ssp. spicata, ,unknown,,
1700,AGVI3,Poaceae,Agropyron,violaceum,Agropyron violaceum (Hornem.) Lange,Elymus alaskanus ssp. latiglumis, ,unknown,,
1701,AGVIA3,Poaceae,Agropyron,violaceum,Agropyron violaceum (Hornem.) Lange ssp. andinum (Scribn. & J.G. Sm.) Melderis,Elymus trachycaulus ssp. trachycaulus, ,unknown,,
1702,AGVIA,Poaceae,Agropyron,violaceum,Agropyron violaceum (Hornem.) Lange var. alboviride (Hultén) Melderis,Elymus alaskanus ssp. latiglumis, ,unknown,,
1703,AGVIA2,Poaceae,Agropyron,violaceum,Agropyron violaceum (Hornem.) Lange var. andinum Scribn. & J.G. Sm.,Elymus trachycaulus ssp. trachycaulus, ,unknown,,
1704,AGVIH,Poaceae,Agropyron,violaceum,Agropyron violaceum (Hornem.) Lange var. hyperarcticum Polunin,Elymus hyperarcticus, ,unknown,,
1705,AGVU,Poaceae,Agropyron,vulpinum,Agropyron vulpinum (Rydb.) A.S. Hitchc.,Elymus vulpinus, ,unknown,,
1706,AGYU,Poaceae,Agropyron,yukonense,Agropyron yukonense auct. non Scribn. & Merr.,Elymus calderi, ,unknown,,
1712,AGAE2,Poaceae,Agrostis,aenea,Agrostis aenea Trin.,Agrostis exarata, ,unknown,,
1713,AGAE,Poaceae,Agrostis,aequivalvis,Agrostis aequivalvis (Trin.) Trin.,,arctic bentgrass,unknown,,
1714,AGAI,Poaceae,Agrostis,airoides,Agrostis airoides Torr.,Sporobolus airoides, ,unknown,,
1715,AGAL2,Poaceae,Agrostis,alaskana,Agrostis alaskana Hultén,Agrostis exarata, ,unknown,,
1717,AGALP,Poaceae,Agrostis,alba,Agrostis alba L. var. palustris (Huds.) Pers.,Agrostis stolonifera, ,unknown,,
1718,AGALS,Poaceae,Agrostis,alba,Agrostis alba L. var. stolonifera (L.) Sm.,Agrostis stolonifera, ,unknown,,
1719,AGAL7,Poaceae,Agrostis,algida,Agrostis algida C.J. Phipps,Phippsia algida, ,unknown,,
1720,AGAL8,Poaceae,Agrostis,altissima,Agrostis altissima (Walt.) Tuckerman,Agrostis perennans, ,unknown,,
1721,AGAM2,Poaceae,Agrostis,ampla,Agrostis ampla A.S. Hitchc.,Agrostis exarata, ,unknown,,
1722,AGAN2,Poaceae,Agrostis,antecedens,Agrostis antecedens Bickn.,Agrostis hyemalis, ,unknown,,
1723,AGAR2,Poaceae,Agrostis,aristiglumis,Agrostis aristiglumis Swallen,Agrostis hendersonii, ,unknown,,
1724,AGAS4,Poaceae,Agrostis,asperifolia,Agrostis asperifolia Trin.,Agrostis exarata, ,unknown,,
1725,AGAV,Poaceae,Agrostis,avenacea,Agrostis avenacea J.F. Gmel.,,Pacific bentgrass,unknown,,
1726,AGBA5,Poaceae,Agrostis,bakeri,Agrostis bakeri Rydb.,Agrostis mertensii, ,unknown,,
1727,AGBL,Poaceae,Agrostis,blasdalei,Agrostis blasdalei A.S. Hitchc.,,Blasdale bentgrass,unknown,,
1728,AGBLM,Poaceae,Agrostis,blasdalei,Agrostis blasdalei A.S. Hitchc. var. marinensis Crampton,Agrostis blasdalei, ,unknown,,
1729,AGBO2,Poaceae,Agrostis,borealis,Agrostis borealis Hartman,Agrostis mertensii, ,unknown,,
1730,AGBOA3,Poaceae,Agrostis,borealis,Agrostis borealis Hartman var. americana (Scribn.) Fern.,Agrostis mertensii, ,unknown,,
1731,AGBOP,Poaceae,Agrostis,borealis,Agrostis borealis Hartman var. paludosa (Scribn.) Fern.,Agrostis mertensii, ,unknown,,
1732,AGBOR,Poaceae,Agrostis,borealis,Agrostis borealis Hartman var. recta (Hartman) Boivin,Agrostis idahoensis, ,unknown,,
1734,AGCA3,Poaceae,Agrostis,californica,Agrostis californica Trin.,Agrostis densiflora, ,unknown,,
1735,AGCA4,Poaceae,Agrostis,canina,Agrostis canina L.,,velvet bentgrass,unknown,,
1736,AGCAM3,Poaceae,Agrostis,canina,Agrostis canina L. ssp. montana (Hartman) Hartman,Agrostis vinealis, ,unknown,,
1737,AGCAM4,Poaceae,Agrostis,canina,Agrostis canina L. var. montana Hartman,Agrostis vinealis, ,unknown,,
1738,AGCAV,Poaceae,Agrostis,canina,Agrostis canina L. var. varians (Thuill.) Ducomm.,Agrostis canina, ,unknown,,
1741,AGCL4,Poaceae,Agrostis,clavata,Agrostis clavata auct. non Trin.,Agrostis idahoensis, ,unknown,,
1742,AGCL,Poaceae,Agrostis,clavata,Agrostis clavata Trin.,,clavate bentgrass,unknown,,
1743,AGCL2,Poaceae,Agrostis,clivicola,Agrostis clivicola Crampton,,coastalbluff bentgrass,unknown,,
1744,AGCLC,Poaceae,Agrostis,clivicola,Agrostis clivicola Crampton var. clivicola,,coastalbluff bentgrass,unknown,,
1745,AGCLP,Poaceae,Agrostis,clivicola,Agrostis clivicola Crampton var. punta-reyesensis Crampton,,Point Reyes bentgrass,unknown,,
1746,AGCR2,Poaceae,Agrostis,cryptandra,Agrostis cryptandra Torr.,Sporobolus cryptandrus, ,unknown,,
1747,AGDE7,Poaceae,Agrostis,densiflora,Agrostis densiflora Vasey,,California bentgrass,unknown,,
1748,AGDI,Poaceae,Agrostis,diegoensis,Agrostis diegoensis Vasey,Agrostis pallens, ,unknown,,
1749,AGEL5,Poaceae,Agrostis,elata,Agrostis elata (Pursh) Trin.,Agrostis perennans, ,unknown,,
1750,AGEL4,Poaceae,Agrostis,elliottiana,Agrostis elliottiana J.A. Schultes,,Elliott's bentgrass,unknown,,
1751,AGEX,Poaceae,Agrostis,exarata,Agrostis exarata Trin.,,spike bentgrass,unknown,,
1752,AGEXM3,Poaceae,Agrostis,exarata,Agrostis exarata Trin. ssp. minor (Hook.) C.L. Hitchc.,Agrostis exarata, ,unknown,,
1753,AGEXM,Poaceae,Agrostis,exarata,Agrostis exarata Trin. var. minor Hook.,Agrostis exarata, ,unknown,,
